,Unnamed: 0,Company,Experience,JobTitle,salary_avg,Salary,Summary,monthly,,salary_max,salary_min,City,State,Lightning,LWC,Triggers,Test_Classes,JavaScript,Testing,Client,Configuration,Business,lightning,apex,development,Business_Interaction,Functional,Lead_team
271,271,DreamWorks Technology & Business Solutions,5,Salesforce Developer,525000,"₹25,000 - ₹50,000 a month","Experience as a full-stack developer or similar role. Experience developing desktop and mobile applications. Knowledge of back-end languages (Java, PHP, Python,…",1,,750000,300000,Kolkata, West Bengal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,272,EF Information Systems Pvt. Ltd.,2,Salesforce Business Analyst,500000,"₹5,00,000 a year","Must be able to effectively work with other developers, architects, and Product owners. Synopsis: *Are you passionate about improving the quality of software…",0,,500000,500000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,273,CyntraLabs,10,Salesforce Technical Architect,1573000,"₹10,00,000 - ₹12,00,000 a year","Experience with Dell Boomi, Integrating with SAP, Salesforce preferred. Should be proficient in Boomi Connector Web service, SFTP, database, http, sfdc etc.",0,,1716000,1430000,Noida, Uttar Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,274,Perficient India Private Limited,5,Salesforce Developer,1079500,"₹3,00,000 - ₹13,00,000 a year",Must have experience in resume: Extensive experience developing Lightning Components using both LWC and Aura framework.,0,,1859000,300000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,275,Lorem Figulas,2,Salesforce Developer,600000,"₹5,000 a month","As the Salesforce Community Developer, you will be responsible for the technical design, code development, and unit/performance testing of Salesforce Commerce…",1,,60000,60000,Gurgaon, Delhi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
276,276,ANI Calls India Private Limited,8,Salesforce Developer,1644500,"₹9,00,000 - ₹14,00,000 a year","8 years + experience with Salesforce. 5 years + experience of working with deployment teams, using Agile development techniques.",0,,2002000,1287000,Noida, Uttar Pradesh,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
277,277,ANI Calls India Private Limited,8,Salesforce Developer,1787500,"₹9,00,000 - ₹16,00,000 a year","The Salesforce UX/UI Developer role requires 5+ years of relevant Salesforce development & experience with HTML, CSS, JavaScript, and human-centered design.",0,,2288000,1287000,Chennai, Tamil Nadu,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
278,278,HR Consulting,5,Salesforce Developer,1156689.765,"₹3,14,996 - ₹13,97,471 a year",How to fetch data from 3rd party tool (SharePoint/ salesforce). Looking for Strong AEM developers along with Java who can do the whole development as individual…,0,,1998383.53,314996,Chennai, Tamil Nadu,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
279,279,ANI Calls India Private Limited,8,Salesforce Developer,1544000,"₹8,00,000 - ₹16,00,000 a year","ECommerce technology: Hybris, WCS, ATG, etc.",0,,2288000,800000,Hyderabad, Telangana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,280,HR Devi and Associates,8,Salesforce Developer,1644500,"₹11,00,000 - ₹12,00,000 a year","Sfdc Developer( Certification 201, And Platform Developer Is Must). It is India’s (and arguably Asia’s) largest crowdfunding platform for personal and social…",0,,1716000,1573000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,281,ANI Calls India Private Limited,8,Salesforce Developer,1787500,"₹9,00,000 - ₹16,00,000 a year","The Salesforce UX/UI Developer role requires 5+ years of relevant Salesforce development & experience with HTML, CSS, JavaScript, and human-centered design.",0,,2288000,1287000,Noida, Uttar Pradesh,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
282,282,smartData Enterprises (I) Ltd,5,Salesforce Developer,840600,"₹40,000 - ₹70,000 a month","Experience is any CPQ tool or any other salesforce supported tool will be added advantage. Responsible for Configuration, Deployments, Development & Support of…",1,,1201200,480000,Pune, Maharashtra,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
283,283,Artifex Technologies Pvt Ltd,8,Salesforce Developer,2145000,"₹10,00,000 - ₹20,00,000 a year",Artifex HR is a consulting firm based in Chennai and we are currently hiring candidates for a leading U.S. healthcare company. Salesforce Developer (4-7 years).,0,,2860000,1430000,Chennai, Tamil Nadu,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
284,284,ICS Consultancy Services,10,Salesforce Technical Architect,2502500,"₹10,00,000 - ₹25,00,000 a year","Must have Skills : Salesforce Technical Architecture Good to Have Skills : Salesforce Lightning, Sales Cloud Job Requirements : Job Requirements:…",0,,3575000,1430000,Hyderabad, Telangana,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
285,285,Client of Sapwood Ventures,8,Salesforce Developer,2288000,"₹16,00,000 a year","Data weave & Batch Processing. Exceptional handlings -On error. Connectors - DB connector, SFTP, MQ & etc. Excellent Communication & Client Facing Skills.",0,,2288000,2288000,Hyderabad, Telangana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,286,ANI Calls India Private Limited,8,Salesforce Developer,1644500,"₹9,00,000 - ₹14,00,000 a year","8 years + experience with Salesforce. 5 years + experience of working with deployment teams, using Agile development techniques.",0,,2002000,1287000,Chennai, Tamil Nadu,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
287,287,ThoughtGreen Technologies Pvt Ltd,5,Salesforce Developer,615000,"₹40,000 - ₹50,000 a month","Min 3 years experience in salesforce development. Demonstrates a strong understanding of current CRM best practices, trends and technical background on…",1,,750000,480000,Hyderabad, Telangana,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
289,289,ICS Consultancy Services,10,Salesforce Technical Architect,2502500,"₹10,00,000 - ₹25,00,000 a year","Roles and responsibilities for Urgent Requirement Salesforce Technical Architecture. : Role : Application Developer Role Description : Design, build and…",0,,3575000,1430000,Mumbai, Maharashtra,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
290,290,Serendipity Corporate Services,8,Salesforce Developer,1887600,"₹1,00,000 - ₹1,20,000 a month","6 plus years hand on experience with Salesforce, 3 plus year on salesforce CPQ, At least 2 CPQ new implementation experience.",1,,2059200,1716000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,291,MERINO INDUSTRIES LIMITED,5,Salesforce Business Analyst,615000,"₹40,000 - ₹50,000 a month",Liaising with developers and clients – act as a point of communication. PLEASE NOTE THIS ROLE IS CONTRACT TO HIRE - 1 YEAR - MUMBAI LOCATION - BKC*.,1,,750000,480000,Mumbai, Maharashtra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,293,Shri Krishna Placement,8,Salesforce Developer,1544400,"₹90,000 a month",SALES FORCE DEVELOPER jobs in Vadodara. Job Description : • Strong Salesforce configuration and customization experience with an emphasis on the latest…,1,,1544400,1544400,Ahmedabad, Gujarat,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
294,294,Quess Corp Limited,7,Salesforce Technical Architect,1322500,"₹5,00,000 - ₹15,00,000 a year","Collaborates with application developers, designers, and architects to ensure a shared understanding of the business model and the detailed function…",0,,2145000,500000,Hyderabad, Telangana,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
295,295,10xBiz,2,Salesforce Developer,305000,"₹2,50,000 - ₹3,60,000 a year","We are looking for talented Fresher / Entry Level candidates who are interested in starting their career in Zoho, Saleforce and other CRM as a developer and who…",0,,360000,250000,Hyderabad, Telangana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,297,Corpusvision Technology Pvt Ltd,7,Salesforce Technical Architect,1043500,"₹8,00,000 - ₹9,00,000 a year","The SFDC Technical Architect plays a critical role within Vlocity Services, serving as a strategic. Advisor and Salesforce product and platform expert to the…",0,,1287000,800000,Mumbai, Maharashtra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,298,ANI Calls India Private Limited,10,Salesforce Technical Architect,2145000,"₹12,00,000 - ₹18,00,000 a year",Data modeling in Einstein Analytics with the Understanding of Salesforce objects and relationships. Custom Report and Dashboard Development using Einstein.,0,,2574000,1716000,Mumbai, Maharashtra,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
299,299,Opasa Software Services India pvt. Ltd,10,Salesforce Technical Architect,2860000,"₹20,00,000 a year","Should have at least 10+ years of experience,. Salesforce Solution Architect (experience 3+ years); Salesforce Development (experience 4+ years);",0,,2860000,2860000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
300,300,Infotribo Technologies Pvt Ltd,5,Salesforce Developer,1211931.4,"₹6,11,095 - ₹11,60,835 a year","Interact directly with our customers and the Summit Technologies team, including consultants, project managers, business analysts, architects and sales reps to…",0,,1659994.05,763868.75,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
301,301,Suvizion Infotech,5,Salesforce Developer,1430000,"₹10,00,000 a year",Min 6+ years' relevant experience implementing and configuring. Experience and knowledge of Lightning Design System / LWC is a must.,0,,1430000,1430000,Bengaluru, Karnataka,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
303,303,Shan Corporate-Client,10,Salesforce Technical/Proect Manager,3074500,"₹18,00,000 - ₹25,00,000 a year","Salesforce Classic and Lightning with good in Cloud. Prior experience as a project Manager, Lead or Architect. Minimum 12 years of experience.",0,,3575000,2574000,Noida, Uttar Pradesh,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
304,304,Brighture IT,10,Salesforce Technical Architect,1680000,"₹5,00,000 - ₹20,00,000 a year","Salesforce datatools: 4 years (Preferred). Job Location: Coimbatore,Bangalore Job Id: Tri002. SFDC Architect is responsible for all technical aspects of…",0,,2860000,500000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,305,Brighture IT,7,Salesforce Technical Architect,965000,"₹5,00,000 - ₹10,00,000 a year",Technical architect: 2 years (Preferred). Enterprise architect (ecommerce): 8 years (Preferred). Provide Technical leadership to implement eCommerce…,0,,1430000,500000,Bengaluru, Karnataka,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
306,306,Tekeinstein Software Solution,10,Salesforce Technical Architect,2050311.335,"₹7,96,738 - ₹21,71,119 a year","Excellent opportunity to work with Us. Budget: Best in the industry. Consult with customers on technical and business challenges related to marketing efforts,…",0,,3104700.17,995922.5,Chennai, Tamil Nadu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
307,307,ANI Calls India Private Limited,10,Salesforce Technical Architect,1787500,"₹9,00,000 - ₹16,00,000 a year",Cloudcraze Salesforce Commerce Cloud architect who can work on the functional and technical aspect of the solution single-handedly.,0,,2288000,1287000,Mumbai, Maharashtra,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
308,308,Kcloud Technologies,8,Salesforce Technical/Proect Manager,1716000,"₹10,00,000 - ₹14,00,000 a year","Should be able to understand the technology solution and work with technical architect. Qualification : *B.tech, BCA,MCA,MBA,BBA.",0,,2002000,1430000,Noida, Uttar Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,309,ANI Calls India Private Limited,10,Salesforce Technical Architect,1644500,"₹9,00,000 - ₹14,00,000 a year",Understands all aspects of Salesforce configuration and technical/functional capabilities. Prepare documentation covering design and code.,0,,2002000,1287000,Mumbai, Maharashtra,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0
310,310,Techstar Software Development India Pvt. Ltd.,10,Salesforce Technical Architect,1743680.645,"₹5,47,045 - ₹19,60,528 a year",Strong understanding of the vLocity components that have been built on top of salesforce. Having good exp in salesforce (SFDC) CRM with end to end…,0,,2803555.04,683806.25,Hyderabad, Telangana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,311,ANI Calls India Private Limited,7,Salesforce Technical Architect,1401000,"₹8,00,000 - ₹14,00,000 a year",Architect Level needed with More than 3-4 years of SF Lightning Experience. Salesforce experience with SF Lightning version. Java-based REST API development.,0,,2002000,800000,Hyderabad, Telangana,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
312,312,Conga,8,Salesforce Developer,3575000,"₹25,00,000 a year","Take ownership of, architect, build and scale business critical services. We are looking for a talented Staff Software Engineer to help us advance the suite of…",0,,3575000,3575000,Pune, Maharashtra,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
313,313,ICS Consultancy Services,10,Salesforce Technical Architect,2502500,"₹10,00,000 - ₹25,00,000 a year","Must Have Skill: Salesforce Technical Architect Good to Have Skills: salesforce, service cloud, sales cloud Job Requirements: 1 Responsibilities a: Experience…",0,,3575000,1430000,Delhi,India,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
314,314,ANI Calls India Private Limited,10,Salesforce Technical Architect,1787500,"₹9,00,000 - ₹16,00,000 a year",Cloudcraze Salesforce Commerce Cloud architect who can work on the functional and technical aspect of the solution single-handedly.,0,,2288000,1287000,Chennai, Tamil Nadu,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
315,315,Apisero,10,Salesforce Technical Architect,2031729.14,"₹7,44,067 - ₹21,91,171 a year",The Apiseroian would be actively involved in field activities with clients by shadowing seasoned architects and practicing enablement gained from training.,0,,3133374.53,930083.75,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,316,C P Careers Private Limited,10,Salesforce Technical Architect,3753750,"₹22,50,000 - ₹30,00,000 a year",Q3. Mention the projects as an architect. *. Joining time / Notice Period: 60 Days and less. Required - Minimum 13+ years experience in Software Development.,0,,4290000,3217500,Chennai, Tamil Nadu,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
317,317,ANI Calls India Private Limited,8,Salesforce Technical/Proect Manager,1401000,"₹8,00,000 - ₹14,00,000 a year","Knowledge of EA principles and methodologies. Experience with Servers, Infrastructure, Platform Sizing, Infrastructure Cost Reduction.",0,,2002000,800000,Mumbai, Maharashtra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,318,CloudVandana Solutions,5,Salesforce Developer,750600,"₹25,000 - ₹70,000 a month",Senior Salesforce Developer* will work with business and technology partners to maintain and enhance the Customer Relationship Management system (Salesforce.com…,1,,1201200,300000,Gurgaon, Delhi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
319,319,ANI Calls India Private Limited,10,Salesforce Technical Architect,1787500,"₹9,00,000 - ₹16,00,000 a year",Cloudcraze Salesforce Commerce Cloud architect who can work on the functional and technical aspect of the solution single-handedly.,0,,2288000,1287000,Hyderabad, Telangana,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
320,320,ICS Consultancy Services,10,Salesforce Technical Architect,2502500,"₹10,00,000 - ₹25,00,000 a year","Must Have Skill: Salesforce Technical Architect Good to Have Skills: salesforce, service cloud, sales cloud Job Requirements: 1 Responsibilities a: Experience…",0,,3575000,1430000,Delhi,India,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
321,321,Skilled HIRE,5,Salesforce Developer,1081000,"₹7,00,000 - ₹9,00,000 a year",Senior Software Developer* is responsible for developing workflows and automation solutions using Business Process Management (BPM) and other software…,0,,1287000,875000,Hyderabad, Telangana,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
322,322,ANI Calls India Private Limited,10,Salesforce Technical Architect,1787500,"₹9,00,000 - ₹16,00,000 a year",Cloudcraze Salesforce Commerce Cloud architect who can work on the functional and technical aspect of the solution single-handedly.,0,,2288000,1287000,Noida, Uttar Pradesh,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
323,323,ANI Calls India Private Limited,7,Salesforce Technical Architect,1401000,"₹8,00,000 - ₹14,00,000 a year","Knowledge of EA principles and methodologies. Experience with Servers, Infrastructure, Platform Sizing, Infrastructure Cost Reduction.",0,,2002000,800000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,324,ICS Consultancy Services,10,Salesforce Technical/Proect Manager,2502500,"₹10,00,000 - ₹25,00,000 a year","Roles and responsibilities for Service Cloud Openings in Bengaluru. : Role : Application Developer Role Description : Design, build and configure applications…",0,,3575000,1430000,Delhi,India,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
325,325,ANI Calls India Private Limited,7,Salesforce Technical Architect,1401000,"₹8,00,000 - ₹14,00,000 a year","Knowledge of EA principles and methodologies. Experience with Servers, Infrastructure, Platform Sizing, Infrastructure Cost Reduction.",0,,2002000,800000,Noida, Uttar Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,326,C P Careers Private Limited,10,Salesforce Technical/Proect Manager,2431000,"₹12,00,000 - ₹22,00,000 a year",Minimum 5 years of Consulting experience background is mandatory. Minimum 10 - 15 years total experience. The role of Development Manager (DM) is a dynamic and…,0,,3146000,1716000,Chennai, Tamil Nadu,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
327,327,Tekeinstein Software Solution,5,Salesforce Developer,1311889.77,"₹4,74,521 - ₹15,02,978 a year","Experience working with the business partners in understanding what is the best approach for marketing automation, how to architect the data automation's and…",0,,2149258.54,474521,Chennai, Tamil Nadu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
328,328,Search advisers Services (GUJ) Private Limited,8,Salesforce Developer,2288000,"₹10,00,000 - ₹22,00,000 a year",Work with architects and other developers to translate business requirements into solution designs. Collaborate with architects to ensure technical solution…,0,,3146000,1430000,Bengaluru, Karnataka,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
329,329,HR Devi and Associates,10,Salesforce Technical/Proect Manager,3718000,"₹12,00,000 - ₹40,00,000 a year","And ability to architect the value proposal. MBA, Relevant accreditation for Utilities industry. Would be advantageous, not mandatory:",0,,5720000,1716000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,330,Vibrantzz Management Services,8,Salesforce Developer,1787500,"₹10,00,000 - ₹15,00,000 a year",Mulesoft Developer required for International IT Company. Candidate with Graduate from IT Background can apply for this job. Should have Mule ESB experience.,0,,2145000,1430000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,331,Saffron Consultancy Services,10,Salesforce Technical Architect,1716000,"₹9,00,000 - ₹15,00,000 a year","Our Current Stack is a Combination of Sql/.net/salesforce But We're Thinking of Switching to Open Source. Since 2000, We have Channeled Over Rs250cr to 200+…",0,,2145000,1287000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,332,Fortune HR Solutions,8,Salesforce Administrator,1322500,"₹5,00,000 - ₹15,00,000 a year","You will work with all stakeholders, users, functional analysts, solution architects. Warm Greetings from Fortune HR Solutions.",0,,2145000,500000,Bengaluru, Karnataka,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
333,333,Mirum Digital Pvt. Ltd.,5,Salesforce Business Analyst,875000,"?7,00,000 a year",Person will be responsible for documenting client requirements and also creating a business blueprint document which will be shared with client and project…,0,,875000,875000,Mumbai, Maharashtra,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
335,335,Spadeworx software Services,8,Salesforce Administrator,1147200,"?50,000 - ?90,000 a month","Basic knowledge of salesforce development (Apex, Triggers, Lightning) is a must. As a Salesforce Admin, you will be part of a team responsible for supporting…",1,,1544400,750000,Pune, Maharashtra,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
336,336,ANI Calls India Private Limited,8,Salesforce Business Analyst,2288000,"?12,00,000 - ?20,00,000 a year","8+ years of combined IT experience with increasing levels of responsibility. 4+ years of architecture experience across various Salesforce clouds (Sales,…",0,,2860000,1716000,Mumbai, Maharashtra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,337,Infotribo Technologies Pvt Ltd,5,Salesforce Developer,1211931.4,"?6,11,095 - ?11,60,835 a year","Know how to quantify and visualize business data. Interact directly with our customers and the Summit Technologies team, including consultants, project managers…",0,,1659994.05,763868.75,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
338,338,Preludesys,8,Salesforce Business Analyst,1581500,"?7,00,000 - ?16,00,000 a year","Implementing Dashboards and descriptive development as per business requirements. Experience in SFDC ,Customizations and Development. Salary: 7 to 16 LPA.",0,,2288000,875000,Delhi,India,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
339,339,Syncrasy Technologies Pvt. Ltd.,5,Salesforce Developer,1147200,"?50,000 - ?90,000 a month",Perform deployments requested by the salesforce engineering and business analyst team. The Developer will develop customized solutions within the Salesforce…,1,,1544400,750000,Noida, Uttar Pradesh,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
340,340,Maxify Digital,5,Salesforce Developer,1079500,"?3,00,000 - ?13,00,000 a year","Work closely with customers, business analysts, user interaction designers, and other software engineers to develop new solutions and improve existing ones.",0,,1859000,300000,Noida, Uttar Pradesh,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
341,341,EF Information Systems Pvt. Ltd.,2,Salesforce Business Analyst,500000,"?5,00,000 a year",Do you like solving complex business problems? Transforming business rules into acceptance test specifications. Researching issues in software through testing.,0,,500000,500000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
342,342,UB Technology Innovations,8,Salesforce Business Analyst,1322500,"?5,00,000 - ?15,00,000 a year","Configure the Client Environment for Lightning DX (install VS code , spin scratch orgs , configure command line ). Convert VF pages into LTNG starting with TIP.",0,,2145000,500000,Chennai, Tamil Nadu,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
344,344,ANI Calls India Private Limited,10,Salesforce Technical Architect,2288000,"?12,00,000 - ?20,00,000 a year","Experience with Salesforce.com's Sales Cloud and CRM/Sales business processes. Serve as a Lead Developer (hands-on) in system design, development, documentation…",0,,2860000,1716000,Bengaluru, Karnataka,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
345,345,Opasa Software Services India pvt. Ltd,10,Salesforce Technical Architect,2860000,"?20,00,000 a year","Collaborating with project teams consisting of Scrum Masters, business analysts, developers and testers to ensure that specified solutions are understood and to…",0,,2860000,2860000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
346,346,Upgrade HR Consulting,5,Salesforce Business Analyst,1258000,"?8,00,000 - ?12,00,000 a year",One of our esteemed clients is looking out for Business Analysts who have strong experience into Salesforce/SFDC. This is a global customer facing role.,0,,1716000,800000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
348,348,Kaizen SRA Technologies Private Limited,8,Salesforce Developer,1544000,"?8,00,000 - ?16,00,000 a year",Please share your resume and details on fitment: ONLY LOCAL CANDIDATES NEED TO APPLY. 4 + years of experience in Salesforce.com platform.,0,,2288000,800000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,349,ICS Consultancy Services,10,Salesforce Technical Architect,2502500,"?10,00,000 - ?25,00,000 a year",": Role : Application Developer Role Description : Design, build and configure applications to meet business process and application requirements.",0,,3575000,1430000,Pune, Maharashtra,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0
350,350,ICS Consultancy Services,8,Salesforce Administrator,2502500,"?10,00,000 - ?25,00,000 a year",": Role : Application Developer Role Description : Design, build and configure applications to meet business process and application requirements.",0,,3575000,1430000,Chennai, Tamil Nadu,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0
351,351,Angel & Genie,5,Salesforce Developer,1430000,"?10,00,000 a year",Functional user stories/business requirements. O 3 plus salesforce certifications including Administrator and Platform developer.,0,,1430000,1430000,Bengaluru, Karnataka,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
352,352,"Applicantz, Inc,",8,Salesforce Business Analyst,3003000,"?12,00,000 - ?30,00,000 a year",Experience with performance tuning of Callidus Cloud for business needs. Interpret and translate business needs to technical requirements and accurate estimates…,0,,4290000,1716000,Bengaluru, Karnataka,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
353,353,Quinnox,8,Salesforce Developer,3432000,"?2,00,000 a month","Work closely with business and IT leaders to provide technical solutions (including “out of box"" solutions) to complex business needs.",1,,3432000,3432000,Bengaluru, Bengaluru,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
355,355,Fortune HR Solutions,8,Salesforce Administrator,1322500,"?5,00,000 - ?15,00,000 a year",Collaborate with SAP functional analysts and Operations business analysts to provide thought leadership in designing and developing innovative solutions.,0,,2145000,500000,Bengaluru, Karnataka,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1
